,taxonID,family,genus,species,scientificName,synonym,commonName,pathway,refType,reference
40347,JUHE,Juncaceae,Juncus,hemiendytus,Juncus hemiendytus F.J. Herm.,,Herman's dwarf rush,unknown,,
40348,JUHEA,Juncaceae,Juncus,hemiendytus,Juncus hemiendytus F.J. Herm. var. abjectus (F.J. Herm.) Ertter,,Herman's dwarf rush,unknown,,
40349,JUHEH,Juncaceae,Juncus,hemiendytus,Juncus hemiendytus F.J. Herm. var. hemiendytus,,Herman's dwarf rush,unknown,,
40350,JUHO,Juncaceae,Juncus,howellii,Juncus howellii F.J. Herm.,,Howell's rush,unknown,,
40351,JUIN,Juncaceae,Juncus,inflexus,Juncus inflexus L.,,European meadow rush,unknown,,
40353,JUINA,Juncaceae,Juncus,interior,Juncus interior Wieg. var. arizonicus (Wieg.) F.J. Herm.,,Arizona rush,unknown,,
40354,JUINI,Juncaceae,Juncus,interior,Juncus interior Wieg. var. interior,,inland rush,unknown,,
40355,JUINN,Juncaceae,Juncus,interior,Juncus interior Wieg. var. neomexicanus (Wieg.) F.J. Herm.,,New Mexico rush,unknown,,
40356,JUJO2,Juncaceae,Juncus,jonesii,Juncus jonesii Rydb.,Juncus regelii, ,unknown,,
40357,JUKA,Juncaceae,Juncus,kansanus,Juncus kansanus F.J. Herm.,Juncus brachyphyllus, ,unknown,,
40358,JUKE,Juncaceae,Juncus,kelloggii,Juncus kelloggii Engelm.,,Kellogg's dwarf rush,unknown,,
40360,JULE2,Juncaceae,Juncus,leiospermus,Juncus leiospermus F.J. Herm.,,Red Bluff dwarf rush,unknown,,
40361,JULEA,Juncaceae,Juncus,leiospermus,Juncus leiospermus F.J. Herm. var. ahartii Ertter,,Ahart's dwarf rush,unknown,,
40362,JULEL,Juncaceae,Juncus,leiospermus,Juncus leiospermus F.J. Herm. var. leiospermus,,Red Bluff dwarf rush,unknown,,
40363,JULE,Juncaceae,Juncus,lesueurii,Juncus lesueurii Boland.,,salt rush,unknown,,
40364,JULE4,Juncaceae,Juncus,leucochlamys,Juncus leucochlamys Zing. ex Krecz.,Juncus castaneus ssp. leucochlamys, ,unknown,,
40365,JULO2,Juncaceae,Juncus,longii,Juncus longii Fern.,,Long's rush,unknown,,
40366,JULO,Juncaceae,Juncus,longistylis,Juncus longistylis Torr.,,longstyle rush,unknown,,
40367,JULOL,Juncaceae,Juncus,longistylis,Juncus longistylis Torr. var. longistylis,,longstyle rush,unknown,,
40368,JULOS,Juncaceae,Juncus,longistylis,Juncus longistylis Torr. var. scabratus F.J. Herm.,,longstyle rush,unknown,,
40369,JULU2,Juncaceae,Juncus,luciensis,Juncus luciensis Ertter,,Santa Lucia dwarf rush,unknown,,
40370,JUMA7,Juncaceae,Juncus,macer,Juncus macer S.F. Gray,Juncus tenuis, ,unknown,,
40371,JUMA2,Juncaceae,Juncus,macrandrus,Juncus macrandrus Coville,,longanther rush,unknown,,
40372,JUMA3,Juncaceae,Juncus,macrophyllus,Juncus macrophyllus Coville,,longleaf rush,unknown,,
40373,JUMA4,Juncaceae,Juncus,marginatus,Juncus marginatus Rostk.,,grassleaf rush,unknown,,
40374,JUMAB,Juncaceae,Juncus,marginatus,Juncus marginatus Rostk. var. biflorus Wood,Juncus biflorus, ,unknown,,
40375,JUMAO,Juncaceae,Juncus,marginatus,Juncus marginatus Rostk. var. odoratus Torr.,Juncus biflorus, ,unknown,,
40376,JUMAS,Juncaceae,Juncus,marginatus,Juncus marginatus Rostk. var. setosus Coville,Juncus marginatus, ,unknown,,
40377,JUMA5,Juncaceae,Juncus,maritimus,Juncus maritimus Lam.,,sea rush,unknown,,
40378,JUME,Juncaceae,Juncus,megacephalus,Juncus megacephalus M.A. Curtis,,bighead rush,unknown,,
40379,JUME2,Juncaceae,Juncus,megaspermus,Juncus megaspermus F.J. Herm.,Juncus triformis, ,unknown,,
40380,JUME5,Juncaceae,Juncus,melanocarpus,Juncus melanocarpus Michx.,Luzula parviflora, ,unknown,,
40381,JUME3,Juncaceae,Juncus,mertensianus,Juncus mertensianus Bong.,,Mertens' rush,unknown,,
40382,JUMEG,Juncaceae,Juncus,mertensianus,Juncus mertensianus Bong. ssp. gracilis (Engelm.) F.J. Herm.,Juncus nevadensis var. nevadensis, ,unknown,,
40383,JUMEB,Juncaceae,Juncus,mertensianus,Juncus mertensianus Bong. var. badius (Suksdorf) F.J. Herm.,Juncus nevadensis var. badius, ,unknown,,
40384,JUMEC,Juncaceae,Juncus,mertensianus,Juncus mertensianus Bong. var. columbianus (Coville) F.J. Herm.,Juncus nevadensis var. columbianus, ,unknown,,
40385,JUMED,Juncaceae,Juncus,mertensianus,Juncus mertensianus Bong. var. duranii (Ewan) F.J. Herm.,Juncus duranii, ,unknown,,
40387,JUMI2,Juncaceae,Juncus,militaris,Juncus militaris Bigelow,,bayonet rush,unknown,,
40388,JUMU,Juncaceae,Juncus,multiflorus,"Juncus multiflorus (Ehrh.) Hoffmann, non Retz.",Luzula multiflora ssp. multiflora var. multiflora, ,unknown,,
40389,2-Jun,Juncaceae,Juncus,neomexicanus,Juncus neomexicanus Wieg.,Juncus interior var. neomexicanus, ,unknown,,
40390,JUNE,Juncaceae,Juncus,nevadensis,Juncus nevadensis S. Wats.,,Sierra rush,unknown,,
40391,JUNEB,Juncaceae,Juncus,nevadensis,Juncus nevadensis S. Wats. var. badius (Suksdorf) C.L. Hitchc.,,Sierra rush,unknown,,
40392,JUNEC,Juncaceae,Juncus,nevadensis,Juncus nevadensis S. Wats. var. columbianus (Coville) St. John,,Columubia rush,unknown,,
40393,JUNEI,Juncaceae,Juncus,nevadensis,Juncus nevadensis S. Wats. var. inventus (Henderson) C.L. Hitchc.,,Sierra rush,unknown,,
40394,JUNEN,Juncaceae,Juncus,nevadensis,Juncus nevadensis S. Wats. var. nevadensis,,Sierra rush,unknown,,
40395,JUNO,Juncaceae,Juncus,nodatus,Juncus nodatus Coville,,stout rush,unknown,,
40397,JUNOM,Juncaceae,Juncus,nodosus,Juncus nodosus L. var. meridianus F.J. Herm.,,knotted rush,unknown,,
40398,JUNON,Juncaceae,Juncus,nodosus,Juncus nodosus L. var. nodosus,,knotted rush,unknown,,
40399,JUOB,Juncaceae,Juncus,obtusatus,"Juncus obtusatus Engelm., non Kit.",Juncus covillei var. obtusatus, ,unknown,,
40400,JUOC2,Juncaceae,Juncus,occidentalis,Juncus occidentalis Wieg.,,western rush,unknown,,
40401,JUOR4,Juncaceae,Juncus,oreganus,Juncus oreganus S. Wats.,Juncus supiniformis, ,unknown,,
40402,JUOR,Juncaceae,Juncus,orthophyllus,Juncus orthophyllus Coville,,straightleaf rush,unknown,,
40403,JUOX,Juncaceae,Juncus,oxymeris,Juncus oxymeris Engelm.,,pointed rush,unknown,,
40404,JUPA,Juncaceae,Juncus,parryi,Juncus parryi Engelm.,,Parry's rush,unknown,,
40405,JUPA5,Juncaceae,Juncus,parviflorus,Juncus parviflorus Ehrh.,Luzula parviflora, ,unknown,,
40406,JUPA2,Juncaceae,Juncus,patens,Juncus patens E. Mey.,,spreading rush,unknown,,
40407,JUPE,Juncaceae,Juncus,pelocarpus,Juncus pelocarpus E. Mey.,,brownfruit rush,unknown,,
40408,JUPEC,Juncaceae,Juncus,pelocarpus,Juncus pelocarpus E. Mey. var. crassicaudex Engelm.,Juncus abortivus, ,unknown,,
40409,JUPES,Juncaceae,Juncus,pelocarpus,Juncus pelocarpus E. Mey. var. sabulonensis St. John,Juncus pelocarpus, ,unknown,,
40410,JUPE2,Juncaceae,Juncus,pervetus,Juncus pervetus Fern.,Juncus subnodulosus, ,unknown,,
40411,JUPH,Juncaceae,Juncus,phaeocephalus,Juncus phaeocephalus Engelm.,,brownhead rush,unknown,,
40412,JUPHG,Juncaceae,Juncus,phaeocephalus,Juncus phaeocephalus Engelm. var. glomeratus Engelm.,Juncus phaeocephalus var. phaeocephalus, ,unknown,,
40413,JUPHP,Juncaceae,Juncus,phaeocephalus,Juncus phaeocephalus Engelm. var. paniculatus Engelm.,,brownhead rush,unknown,,
40414,JUPHP2,Juncaceae,Juncus,phaeocephalus,Juncus phaeocephalus Engelm. var. phaeocephalus,,brownhead rush,unknown,,
40415,JUPL,Juncaceae,Juncus,planifolius,Juncus planifolius R. Br.,,broadleaf rush,unknown,,
40416,JUPL3,Juncaceae,Juncus,platycephalus,Juncus platycephalus Michx.,Juncus validus var. validus, ,unknown,,
40417,JUPL2,Juncaceae,Juncus,platyphyllus,Juncus platyphyllus (Wieg.) Fern.,Juncus dichotomus, ,unknown,,
40418,JUPO2,Juncaceae,Juncus,polyanthemos,Juncus polyanthemos Buch.,,manyflower rush,unknown,,
40419,JUPO,Juncaceae,Juncus,polycephalus,Juncus polycephalus Michx.,,manyhead rush,unknown,,
40420,JUPY,Juncaceae,Juncus,pylaei,Juncus pylaei Laharpe,Juncus effusus var. pylaei, ,unknown,,
40421,JURA,Juncaceae,Juncus,ranarius,Juncus ranarius Perrier & Song.,Juncus ambiguus, ,unknown,,
40422,JURE,Juncaceae,Juncus,regelii,Juncus regelii Buch.,,Regel's rush,unknown,,
40423,JURE2,Juncaceae,Juncus,repens,Juncus repens Michx.,,lesser creeping rush,unknown,,
40424,JURI2,Juncaceae,Juncus,richardsonianus,Juncus richardsonianus J.A. Schultes,Juncus alpinoarticulatus ssp. nodulosus, ,unknown,,
40425,JURO2,Juncaceae,Juncus,robustus,Juncus robustus (Engelm.) Coville,Juncus nodatus, ,unknown,,
40427,JURU,Juncaceae,Juncus,rugulosus,Juncus rugulosus Engelm.,,wrinkled rush,unknown,,
40428,JUSA,Juncaceae,Juncus,saximontanus,Juncus saximontanus A. Nels.,,Rocky Mountain rush,unknown,,
40429,JUSAR,Juncaceae,Juncus,saximontanus,Juncus saximontanus A. Nels. var. robustior M.E. Peck,Juncus saximontanus, ,unknown,,
40430,JUSC,Juncaceae,Juncus,scirpoides,Juncus scirpoides Lam.,,needlepod rush,unknown,,
40431,JUSCC,Juncaceae,Juncus,scirpoides,Juncus scirpoides Lam. var. compositus Harper,Juncus scirpoides, ,unknown,,
40432,JUSCM,Juncaceae,Juncus,scirpoides,Juncus scirpoides Lam. var. meridionalis Buch.,Juncus scirpoides, ,unknown,,
40433,JUSE,Juncaceae,Juncus,secundus,Juncus secundus Beauv. ex Poir.,,lopsided rush,unknown,,
40434,JUSE3,Juncaceae,Juncus,setaceus,Juncus setaceus Rostk.,Juncus coriaceus, ,unknown,,
40435,JUSE4,Juncaceae,Juncus,setosus,Juncus setosus (Coville) Small,Juncus marginatus, ,unknown,,
40436,JUSL,Juncaceae,Juncus,slwookoorum,Juncus slwookoorum S.B. Young,Juncus mertensianus, ,unknown,,
40437,JUSP,Juncaceae,Juncus,sphaerocarpus,Juncus sphaerocarpus auct. non Nees ex Funck,Juncus bufonius var. occidentalis, ,unknown,,
40438,JUSQ,Juncaceae,Juncus,squarrosus,Juncus squarrosus L.,,mosquito rush,unknown,,
40439,JUST,Juncaceae,Juncus,stygius,Juncus stygius L.,,moor rush,unknown,,
40440,JUSTA,Juncaceae,Juncus,stygius,Juncus stygius L. ssp. americanus (Buch.) Hultén,,moor rush,unknown,,
40441,JUSTA2,Juncaceae,Juncus,stygius,Juncus stygius L. var. americanus Buch.,Juncus stygius ssp. americanus, ,unknown,,
40442,JUSU,Juncaceae,Juncus,subcaudatus,Juncus subcaudatus (Engelm.) Coville & Blake,,woodland rush,unknown,,
40443,JUSU7,Juncaceae,Juncus,subnodulosus,Juncus subnodulosus Schrank,,bluntflower rush,unknown,,
40444,JUSU2,Juncaceae,Juncus,subtilis,Juncus subtilis E. Mey.,,greater creeping rush,unknown,,
40445,JUSU3,Juncaceae,Juncus,supiniformis,Juncus supiniformis Engelm.,,hairyleaf rush,unknown,,
40446,JUSU8,Juncaceae,Juncus,supinus,Juncus supinus Moench,Juncus bulbosus, ,unknown,,
40448,JUTEA,Juncaceae,Juncus,tenuis,Juncus tenuis Willd. var. anthelatus Wieg.,Juncus tenuis, ,unknown,,
40449,JUTEC,Juncaceae,Juncus,tenuis,Juncus tenuis Willd. var. congestus Engelm.,Juncus occidentalis, ,unknown,,
40450,JUTED,Juncaceae,Juncus,tenuis,Juncus tenuis Willd. var. dudleyi (Wieg.) F.J. Herm.,Juncus dudleyi, ,unknown,,
40451,JUTEM,Juncaceae,Juncus,tenuis,Juncus tenuis Willd. var. multicornis E. Mey.,Juncus tenuis, ,unknown,,
40452,JUTEP,Juncaceae,Juncus,tenuis,Juncus tenuis Willd. var. platyphyllus (Wieg.) F.J. Herm.,Juncus dichotomus, ,unknown,,
40453,JUTEU,Juncaceae,Juncus,tenuis,"Juncus tenuis Willd. var. uniflorus auct. p.p., non Farw.",Juncus dudleyi, ,unknown,,
40454,JUTEU,Juncaceae,Juncus,tenuis,"Juncus tenuis Willd. var. uniflorus auct. p.p., non Farw.",Juncus interior var. interior, ,unknown,,
40455,JUTEW,Juncaceae,Juncus,tenuis,Juncus tenuis Willd. var. williamsii Fern.,Juncus tenuis, ,unknown,,
40456,JUTE3,Juncaceae,Juncus,texanus,Juncus texanus (Engelm.) Coville,,Texas rush,unknown,,
40457,JUTE2,Juncaceae,Juncus,textilis,Juncus textilis Buch.,,basket rush,unknown,,
40458,JUTI,Juncaceae,Juncus,tiehmii,Juncus tiehmii Ertter,,Nevada rush,unknown,,
40460,JUTR,Juncaceae,Juncus,tracyi,Juncus tracyi Rydb.,,Tracy's rush,unknown,,
40461,JUTR2,Juncaceae,Juncus,trifidus,Juncus trifidus L.,,highland rush,unknown,,
40462,JUTRC,Juncaceae,Juncus,trifidus,Juncus trifidus L. ssp. carolinianus Hämet-Ahti,Juncus trifidus, ,unknown,,
40463,JUTRM,Juncaceae,Juncus,trifidus,Juncus trifidus L. var. monanthos auct. non (Jacq.) Bluff & Fingerhuth,Juncus trifidus, ,unknown,,
40464,JUTR3,Juncaceae,Juncus,triformis,Juncus triformis Engelm.,,Yosemite dwarf rush,unknown,,
40465,JUTR4,Juncaceae,Juncus,triglumis,Juncus triglumis L.,,threehulled rush,unknown,,
40466,JUTRA,Juncaceae,Juncus,triglumis,Juncus triglumis L. ssp. albescens (Lange) Hultén,Juncus albescens, ,unknown,,
40467,JUTRA2,Juncaceae,Juncus,triglumis,Juncus triglumis L. var. albescens Lange,Juncus albescens, ,unknown,,
40468,JUTR5,Juncaceae,Juncus,trigonocarpus,Juncus trigonocarpus Steud.,,redpod rush,unknown,,
40469,JUTW,Juncaceae,Juncus,tweedyi,Juncus tweedyi Rydb.,,Tweedy's rush,unknown,,
40470,JUUN,Juncaceae,Juncus,uncialis,Juncus uncialis Greene,,twelfth rush,unknown,,
40471,JUVA2,Juncaceae,Juncus,validus,Juncus validus Coville,,roundhead rush,unknown,,
40472,JUVAF,Juncaceae,Juncus,validus,Juncus validus Coville var. fascinatus M.C. Johnston,,roundhead rush,unknown,,
40473,JUVAV,Juncaceae,Juncus,validus,Juncus validus Coville var. validus,,roundhead rush,unknown,,
40474,JUVA,Juncaceae,Juncus,vaseyi,Juncus vaseyi Engelm.,,Vasey's rush,unknown,,
40475,JUXI,Juncaceae,Juncus,xiphioides,Juncus xiphioides E. Mey.,,irisleaf rush,unknown,,
40476,JUXIM,Juncaceae,Juncus,xiphioides,Juncus xiphioides E. Mey. var. macranthus Engelm.,Juncus saximontanus, ,unknown,,
40477,JUXIM2,Juncaceae,Juncus,xiphioides,Juncus xiphioides E. Mey. var. montanus Engelm.,Juncus saximontanus, ,unknown,,
40478,JUXIT,Juncaceae,Juncus,xiphioides,Juncus xiphioides E. Mey. var. triandrus Engelm.,Juncus ensifolius, ,unknown,,
40725,KARRO,Poaceae,Karroochloa,Conert,Karroochloa Conert & Türpe,,South African oatgrass,unknown,,
40726,KAPU2,Poaceae,Karroochloa,purpurea,Karroochloa purpurea (L. f.) Conert & Türpe,,South African oatgrass,unknown,,
40831,KOBE,Cyperaceae,Kobresia,bellardii,Kobresia bellardii (All.) K. Koch,Kobresia myosuroides, ,unknown,,
40832,KOBEM,Cyperaceae,Kobresia,bellardii,Kobresia bellardii (All.) K. Koch var. macrocarpa (Clokey ex Mackenzie) Harrington,Kobresia sibirica, ,unknown,,
40833,KOBI,Cyperaceae,Kobresia,bipartita,Kobresia bipartita (All.) Dalla Torre,Kobresia simpliciuscula, ,unknown,,
40834,KOEL2,Cyperaceae,Kobresia,elachycarpa,Kobresia elachycarpa (Fern.) Fern.,Carex sterilis, ,unknown,,
40835,KOHY,Cyperaceae,Kobresia,hyperborea,Kobresia hyperborea Porsild,Kobresia sibirica, ,unknown,,
40836,KOHYA,Cyperaceae,Kobresia,hyperborea,Kobresia hyperborea Porsild var. alaskana Duman,Kobresia sibirica, ,unknown,,
40837,KOMA3,Cyperaceae,Kobresia,macrocarpa,Kobresia macrocarpa Clokey ex Mackenzie,Kobresia sibirica, ,unknown,,
40838,KOMY,Cyperaceae,Kobresia,myosuroides,Kobresia myosuroides (Vill.) Fiori,,Bellardi bog sedge,unknown,,
40839,KOSC2,Cyperaceae,Kobresia,schoenoides,Kobresia schoenoides (C.A. Mey.) Steud. p.p.,Kobresia sibirica, ,unknown,,
40840,KOSCL,Cyperaceae,Kobresia,schoenoides,Kobresia schoenoides (C.A. Mey.) Steud. var. lepagei (Duman) Boivin,Kobresia sibirica, ,unknown,,
40841,KOSI,Cyperaceae,Kobresia,sibirica,Kobresia sibirica (Turcz. ex Ledeb.) Boeckl.,,Siberian bog sedge,unknown,,
40842,KOSI2,Cyperaceae,Kobresia,simpliciuscula,Kobresia simpliciuscula (Wahlenb.) Mackenzie,,simple bog sedge,unknown,,
40843,KOSIA,Cyperaceae,Kobresia,simpliciuscula,Kobresia simpliciuscula (Wahlenb.) Mackenzie var. americana Duman,Kobresia simpliciuscula, ,unknown,,
40867,KOAS,Poaceae,Koeleria,asiatica,Koeleria asiatica Domin,,Eurasian Junegrass,unknown,,
40868,KOASA,Poaceae,Koeleria,asiatica,Koeleria asiatica Domin ssp. atroviolacea (Domin) Tzvelev,,Eurasian Junegrass,unknown,,
40869,KOAT,Poaceae,Koeleria,atroviolacea,Koeleria atroviolacea Domin,Koeleria asiatica ssp. atroviolacea, ,unknown,,
40870,KOCA2,Poaceae,Koeleria,cairnesiana,Koeleria cairnesiana Hultén,Koeleria asiatica ssp. atroviolacea, ,unknown,,
40872,KOCRL,Poaceae,Koeleria,cristata,Koeleria cristata Pers. var. longifolia Vasey ex Burtt-Davy,Koeleria macrantha, ,unknown,,
40873,KOCRP,Poaceae,Koeleria,cristata,Koeleria cristata Pers. var. pinetorum Abrams,Koeleria macrantha, ,unknown,,
40874,KOGE,Poaceae,Koeleria,gerardii,Koeleria gerardii (Vill.) Shinners,Rostraria cristata, ,unknown,,
40881,KOYU,Poaceae,Koeleria,yukonensis,Koeleria yukonensis Hultén,Koeleria macrantha, ,unknown,,
40944,KOAR2,Poaceae,Korycarpus,arundinaceus,Korycarpus arundinaceus Zea ex Lag.,Diarrhena americana, ,unknown,,
41028,KYBR2,Cyperaceae,Kyllinga,brevifolioides,Kyllinga brevifolioides (Thieret & Delahoussaye) G. Tucker,Kyllinga gracillima, ,unknown,,
41029,KYGR,Cyperaceae,Kyllinga,gracillima,Kyllinga gracillima Miq.,,pasture spikesedge,unknown,,
41032,KYPE,Cyperaceae,Kyllinga,peruviana,Kyllinga peruviana Lam.,Kyllinga tibialis, ,unknown,,
41034,KYPU2,Cyperaceae,Kyllinga,pungens,Kyllinga pungens Link,Kyllinga vaginata, ,unknown,,
41037,KYSQ,Cyperaceae,Kyllinga,squamulata,Kyllinga squamulata Thonn. ex Vahl,,Asian spikesedge,unknown,,
41038,KYTE,Cyperaceae,Kyllinga,tenuifolia,Kyllinga tenuifolia Steud.,Kyllinga pumila, ,unknown,,
41039,KYTI,Cyperaceae,Kyllinga,tibialis,Kyllinga tibialis Ledeb.,,Peruvian spikesedge,unknown,,
41040,KYVA,Cyperaceae,Kyllinga,vaginata,Kyllinga vaginata Lam.,,Carribean island spikesedge,unknown,,
41252,LAGU,Cyperaceae,Lagenocarpus,guianensis,Lagenocarpus guianensis Lindl. & Nees,,burr sedge,unknown,,
41253,LAGEN2,Cyperaceae,Lagenocarpus,Nees,Lagenocarpus Nees,,lagenocarpus,unknown,,
41254,LAPO5,Cyperaceae,Lagenocarpus,portoricensis,Lagenocarpus portoricensis Britt.,Lagenocarpus guianensis, ,unknown,,
41280,LACY2,Poaceae,Lagurus,cylindricus,Lagurus cylindricus L.,Imperata cylindrica, ,unknown,,
41288,LATE4,Poaceae,Lamarckia,tenella,Lamarckia tenella DC.,Aegopogon tenellus, ,unknown,,
41499,LAHA,Poaceae,Lasiacis,harrisii,Lasiacis harrisii Nash,,Harris' tribisee,unknown,,
41500,LALI,Poaceae,Lasiacis,ligulata,Lasiacis ligulata A.S. Hitchc. & Chase,,thicket tribisee,unknown,,
41501,LAMA10,Poaceae,Lasiacis,maculata,Lasiacis maculata (Aubl.) Urban,Lasiacis sorghoidea var. sorghoidea, ,unknown,,
41502,LAPA11,Poaceae,Lasiacis,patentiflora,Lasiacis patentiflora A.S. Hitchc. & Chase,Lasiacis sorghoidea var. patentiflora, ,unknown,,
41505,LASO,Poaceae,Lasiacis,sorghoidea,Lasiacis sorghoidea (Desv. ex Hamilton) A.S. Hitchc. & Chase,,woodland tribisee,unknown,,
41506,LASOP,Poaceae,Lasiacis,sorghoidea,Lasiacis sorghoidea (Desv. ex Hamilton) A.S. Hitchc. & Chase var. patentiflora (A.S. Hitchc. & Chase) Davidse,,woodland tribisee,unknown,,
41507,LASOS,Poaceae,Lasiacis,sorghoidea,Lasiacis sorghoidea (Desv. ex Hamilton) A.S. Hitchc. & Chase var. sorghoidea,,woodland tribisee,unknown,,
42675,LELE2,Poaceae,Leersia,lenticularis,Leersia lenticularis Michx.,,catchfly grass,unknown,,
42679,LEVI2,Poaceae,Leersia,virginica,Leersia virginica Willd.,,whitegrass,unknown,,
42680,LEVIO,Poaceae,Leersia,virginica,Leersia virginica Willd. var. ovata (Poir.) Fern.,Leersia virginica, ,unknown,,
43020,LEAR30,Cyperaceae,Lepironia,articulata,Lepironia articulata (Retz.) Domin,,,unknown,,
43090,LEAC2,Poaceae,Leptochloa,acuminata,Leptochloa acuminata (Nash) Mohlenbrock,Leptochloa fusca ssp. fascicularis, ,unknown,,
43091,LEAT,Poaceae,Leptochloa,attenuata,Leptochloa attenuata (Nutt.) Steud.,Leptochloa panicea ssp. mucronata, ,unknown,,
43093,LEBR17,Poaceae,Leptochloa,brachiata,Leptochloa brachiata Steudl.,Leptochloa panicea ssp. brachiata, ,unknown,,
43095,LECH,Poaceae,Leptochloa,chloridiformis,Leptochloa chloridiformis (Hack. ex Stuck.) Parodi,,Argentine sprangletop,unknown,,
43096,LEDE22,Poaceae,Leptochloa,decipiens,Leptochloa decipiens (R. Br.) Stapf ex Maiden,,Australian sprangletop,unknown,,
43097,LEDEP2,Poaceae,Leptochloa,decipiens,Leptochloa decipiens (R. Br.) Stapf ex Maiden ssp. peacockii (Maiden & Betche) N. Snow,,peacock sprangletop,unknown,,
43099,LEDI29,Poaceae,Leptochloa,divaricatissima,Leptochloa divaricatissima S.T. Blake,,spreading sprangletop,unknown,,
43100,LEDO4,Poaceae,Leptochloa,domingensis,Leptochloa domingensis (Jacq.) Trin.,Leptochloa virgata, ,unknown,,
43103,LEFAA,Poaceae,Leptochloa,fascicularis,Leptochloa fascicularis (Lam.) Gray var. acuminata (Nash) Gleason,Leptochloa fusca ssp. fascicularis, ,unknown,,
43104,LEFAM,Poaceae,Leptochloa,fascicularis,Leptochloa fascicularis (Lam.) Gray var. maritima (Bickn.) Gleason,Leptochloa fusca ssp. fascicularis, ,unknown,,
43106,LEFIA,Poaceae,Leptochloa,filiformis,Leptochloa filiformis (Lam.) Beauv. var. attenuata (Nutt.) Steyermark & Kucera,Leptochloa panicea ssp. mucronata, ,unknown,,
43107,LEFIP,Poaceae,Leptochloa,filiformis,Leptochloa filiformis (Lam.) Beauv. var. pulchella (Scribn.) Beetle,Leptochloa panicea ssp. brachiata, ,unknown,,
43108,LEFL6,Poaceae,Leptochloa,floribunda,Leptochloa floribunda Doell,Leptochloa panicoides, ,unknown,,
43110,LEFUF,Poaceae,Leptochloa,fusca,Leptochloa fusca (L.) Kunth ssp. fascicularis (Lam.) N. Snow,,bearded sprangletop,unknown,,
43111,LEFUU,Poaceae,Leptochloa,fusca,Leptochloa fusca (L.) Kunth ssp. uninervia (J. Presl) N. Snow,,Mexican sprangletop,unknown,,
43112,LEMU10,Poaceae,Leptochloa,mucronata,Leptochloa mucronata (Michx.) Kunth,Leptochloa panicea ssp. mucronata, ,unknown,,
43113,LENE2,Poaceae,Leptochloa,nealleyi,Leptochloa nealleyi Vasey,,Nealley's sprangletop,unknown,,
43115,LEPAB,Poaceae,Leptochloa,panicea,Leptochloa panicea (Retz.) Ohwi ssp. brachiata (Steudl.) N. Snow,,mucronate sprangeltop,unknown,,
43116,LEPAM,Poaceae,Leptochloa,panicea,Leptochloa panicea (Retz.) Ohwi ssp. mucronata (Michx.) Nowack,,mucronate sprangletop,unknown,,
43117,LEPA3,Poaceae,Leptochloa,panicoides,Leptochloa panicoides (J. Presl) A.S. Hitchc.,,Amazon sprangletop,unknown,,
43118,LESC,Poaceae,Leptochloa,scabra,Leptochloa scabra Nees,,rough sprangletop,unknown,,
43119,LEUN2,Poaceae,Leptochloa,uninervia,Leptochloa uninervia (J. Presl) A.S. Hitchc. & Chase,Leptochloa fusca ssp. uninervia, ,unknown,,
43120,LEVI4,Poaceae,Leptochloa,virgata,Leptochloa virgata (L.) Beauv.,,Judd's grass,unknown,,
43275,LECOA,Poaceae,Leptoloma,cognatum,Leptoloma cognatum (J.A. Schultes) Chase var. arenicola (Swallen) Gould,Digitaria arenicola, ,unknown,,
43319,LECI3,Poaceae,Lepturus,cinereus,Lepturus cinereus Burcham,Lepturus repens, ,unknown,,
43320,LECY2,Poaceae,Lepturus,cylindricus,Lepturus cylindricus (Willd.) Trin.,Hainardia cylindrica, ,unknown,,
43323,LEREC,Poaceae,Lepturus,repens,Lepturus repens (G. Forst.) R. Br. var. cinereus (Burcham) Fosberg,Lepturus repens, ,unknown,,
43324,LEREO,Poaceae,Lepturus,repens,Lepturus repens (G. Forst.) R. Br. var. occidentalis Fosberg,Lepturus repens, ,unknown,,
